CMO_ID,Name,Sponsor_ID,GMP Status
CMO0670,MedSolutions Ltd,SP0404,Under Review
CMO0671,Chem Bio Group,SP0144,Certified
CMO0672,BioPharma Therapeutics,SP0200,Probation
CMO0673,Medicines Sci SA,SP0205,Probation
CMO0674,Pharma Nova Technologies,SP0413,Compliant
CMO0675,GenChem AG,SP0019,Pending Renewal
CMO0676,ClinicTech Sciences,SP0412,Certified
CMO0677,Tech-Medicines Therapeutics,SP0348,Under Review
CMO0678,Health Therapeutics Biosciences,SP0354,Pending Renewal
CMO0679,Biologics Med Laboratories,SP0495,Pending Renewal
CMO0680,Labs Sci Biosciences,SP0110,Under Review
CMO0681,Thera Sciences,SP0448,Under Review
CMO0682,Bio-Therapeutics Biosciences,SP0180,Probation
CMO0683,Thera Labs Biosciences,SP0288,Compliant
CMO0684,Bio-Science AG,SP0238,Probation
CMO0685,Lab-Labs Technologies,SP0297,Certified
CMO0686,MedSystems Therapeutics,SP0103,Compliant
CMO0687,Medical Life SA,SP0201,Compliant
CMO0688,TheraResearch Therapeutics,SP0012,Pending Renewal
CMO0689,Lab Chem LLC,SP0451,Pending Renewal
CMO0690,Pharma Medical Holdings,SP0104,Compliant
CMO0691,HealthPharma Ltd,SP0281,Pending Renewal
CMO0692,BioLabs Therapeutics,SP0269,Under Review
CMO0693,Life-Chem SA,SP0227,Compliant
CMO0694,Solutions Tech Group,SP0477,Certified
CMO0695,Solutions Life Corp,SP0034,Pending Renewal
CMO0696,Cure Biologics Sciences,SP0032,Compliant
CMO0697,Pharma LLC,SP0031,Under Review
CMO0698,Pharma-Medical Biosciences,SP0037,Pending Renewal
CMO0699,Solutions Bio Biosciences,SP0432,Pending Renewal
CMO0700,LifeMedicines Ltd,SP0259,Pending Renewal
CMO0701,Nova Co,SP0068,Under Review
CMO0702,Tech-Systems Corp,SP0225,Compliant
CMO0703,Vax-Research Co,SP0367,Probation
CMO0704,Genetics Vax Sciences,SP0204,Under Review
CMO0705,TechBiotech Ltd,SP0339,Under Review
CMO0706,Life-Biotech Group,SP0108,Certified
CMO0707,Clinic-Therapeutics Sciences,SP0227,Certified
CMO0708,Lab-Solutions GmbH,SP0252,Pending Renewal
CMO0709,Nova-Medical Ltd,SP0231,Pending Renewal
CMO0710,Labs Clinic Group,SP0189,Pending Renewal
CMO0711,MedMedical Group,SP0075,Under Review
CMO0712,SciMedicines Co,SP0175,Pending Renewal
CMO0713,Biotech Health Therapeutics,SP0052,Compliant
CMO0714,Pro-Biotech Therapeutics,SP0047,Certified
CMO0715,Gen Biotech Laboratories,SP0386,Under Review
CMO0716,Science Med Pharmaceuticals,SP0033,Compliant
CMO0717,Bio Health Technologies,SP0408,Probation
CMO0718,BioResearch Corp,SP0224,Compliant
CMO0719,ProBiologics Technologies,SP0333,Certified
CMO0720,Tech-Research Biosciences,SP0206,Pending Renewal
CMO0721,Chem Vax Holdings,SP0394,Certified
CMO0722,Research Gen Ltd,SP0106,Compliant
CMO0723,Clinic-Labs Ltd,SP0168,Certified
CMO0724,Chem Gen Laboratories,SP0028,Certified
CMO0725,Life Pharma GmbH,SP0249,Under Review
CMO0726,CureHealth Technologies,SP0331,Pending Renewal
CMO0727,TechHealth Sciences,SP0145,Probation
CMO0728,Med Inc,SP0395,Under Review
CMO0729,Cure-Systems Group,SP0384,Pending Renewal
CMO0730,Cure GmbH,SP0387,Certified
CMO0731,Nova Chem Therapeutics,SP0048,Compliant
CMO0732,Bio Tech SA,SP0345,Pending Renewal
CMO0733,Clinic-Chem Corp,SP0206,Under Review
CMO0734,Thera Ltd,SP0162,Certified
CMO0735,Nova Therapeutics Biosciences,SP0167,Probation
CMO0736,Biotech Health SA,SP0216,Pending Renewal
CMO0737,Health-Health Biosciences,SP0100,Certified
CMO0738,Chem Cure Laboratories,SP0093,Compliant
CMO0739,LifeGenetics Laboratories,SP0360,Under Review
CMO0740,LifeLabs Technologies,SP0262,Probation
CMO0741,Life GmbH,SP0314,Pending Renewal
CMO0742,SciGenetics LLC,SP0025,Under Review
CMO0743,Vax-Biologics Holdings,SP0185,Compliant
CMO0744,Biologics Pharma Holdings,SP0326,Pending Renewal
CMO0745,PharmaResearch Sciences,SP0013,Certified
CMO0746,Health Cure Pharmaceuticals,SP0451,Pending Renewal
CMO0747,Life-Medicines Biosciences,SP0466,Certified
CMO0748,Thera-Research LLC,SP0062,Compliant
CMO0749,Chem Clinic GmbH,SP0398,Compliant
CMO0750,Pharma-Research Laboratories,SP0071,Certified
CMO0751,Health-Genetics Corp,SP0370,Compliant
CMO0752,Health Pro Group,SP0361,Compliant
CMO0753,Pro Chem GmbH,SP0395,Compliant
CMO0754,Medicines Tech Laboratories,SP0153,Pending Renewal
CMO0755,Gen Biologics Inc,SP0127,Pending Renewal
CMO0756,TechResearch Sciences,SP0375,Pending Renewal
CMO0757,Sci-Labs Pharmaceuticals,SP0126,Under Review
CMO0758,Tech-Biologics LLC,SP0477,Pending Renewal
CMO0759,Biologics Pharma Co,SP0018,Compliant
CMO0760,Medicines Sci Laboratories,SP0156,Under Review
CMO0761,LifeSolutions Biosciences,SP0291,Probation
CMO0762,Tech-Health Laboratories,SP0227,Probation
CMO0763,SciSystems Sciences,SP0318,Certified
CMO0764,Sci Solutions Biosciences,SP0212,Compliant
CMO0765,Clinic-Biologics Co,SP0328,Compliant
CMO0766,BioLabs Ltd,SP0364,Certified
CMO0767,Bio Therapeutics,SP0426,Under Review
CMO0768,Medicines Thera Pharmaceuticals,SP0416,Probation
CMO0769,Gen Research Therapeutics,SP0303,Probation
CMO0770,Sci Genetics Holdings,SP0336,Under Review
CMO0771,Gen-Therapeutics Corp,SP0484,Pending Renewal
CMO0772,ProLabs LLC,SP0216,Certified
CMO0773,Solutions Clinic Biosciences,SP0181,Compliant
CMO0774,PharmaScience Holdings,SP0146,Certified
CMO0775,Med Chem Holdings,SP0483,Under Review
CMO0776,Gen-Biotech Technologies,SP0158,Certified
CMO0777,Health-Tech Biosciences,SP0245,Pending Renewal
CMO0778,Vax-Labs Biosciences,SP0362,Pending Renewal
CMO0779,Sci Medicines Biosciences,SP0300,Pending Renewal
CMO0780,BioResearch Sciences,SP0490,Pending Renewal
CMO0781,Medicines Health Technologies,SP0123,Probation
CMO0782,ProScience LLC,SP0291,Probation
CMO0783,Bio-Health Corp,SP0332,Pending Renewal
CMO0784,Solutions Life AG,SP0240,Probation
CMO0785,Med-Medicines LLC,SP0287,Under Review
CMO0786,NovaPharma Group,SP0080,Probation
CMO0787,Pro Therapeutics,SP0125,Compliant
CMO0788,Biotech Cure Holdings,SP0133,Certified
CMO0789,Pharma-Medical AG,SP0345,Certified
CMO0790,Med Biotech Biosciences,SP0057,Probation
CMO0791,Biotech Pro Holdings,SP0464,Certified
CMO0792,Nova Biologics Biosciences,SP0147,Probation
CMO0793,Sci Therapeutics Corp,SP0003,Under Review
CMO0794,Nova Pharmaceuticals,SP0044,Probation
CMO0795,ClinicMedicines Laboratories,SP0040,Pending Renewal
CMO0796,Vax Medical Corp,SP0440,Under Review
CMO0797,HealthChem Technologies,SP0089,Certified
CMO0798,Gen-Chem Laboratories,SP0303,Under Review
CMO0799,Lab LLC,SP0468,Compliant
CMO0800,Genetics Tech Inc,SP0234,Compliant
CMO0801,Thera-Medicines Sciences,SP0430,Under Review
CMO0802,TheraTherapeutics Co,SP0071,Compliant
CMO0803,Biologics Sci Ltd,SP0475,Pending Renewal
CMO0804,Pharma-Biologics Holdings,SP0029,Under Review
CMO0805,NovaPharma Holdings,SP0376,Compliant
CMO0806,Sci Medicines Group,SP0261,Certified
CMO0807,TechResearch Laboratories,SP0278,Under Review
CMO0808,Biologics Pro Pharmaceuticals,SP0385,Under Review
CMO0809,Pharma Inc,SP0268,Certified
CMO0810,Tech Health SA,SP0362,Under Review
CMO0811,Health Genetics Sciences,SP0288,Compliant
CMO0812,Med-Medical LLC,SP0033,Certified
CMO0813,Cure-Research Ltd,SP0204,Probation
CMO0814,Clinic-Medicines Sciences,SP0079,Compliant
CMO0815,Tech Med AG,SP0176,Probation
CMO0816,Research Life Technologies,SP0129,Compliant
CMO0817,Health Systems Laboratories,SP0031,Probation
CMO0818,Nova-Chem SA,SP0009,Certified
CMO0819,LifeChem Biosciences,SP0335,Certified
CMO0820,Health-Science Ltd,SP0249,Probation
CMO0821,Science Pro Pharmaceuticals,SP0352,Under Review
CMO0822,Health Labs Pharmaceuticals,SP0087,Compliant
CMO0823,LabLabs GmbH,SP0460,Probation
CMO0824,BioMedicines Therapeutics,SP0014,Pending Renewal
CMO0825,Health Lab GmbH,SP0434,Under Review
CMO0826,Clinic Laboratories,SP0405,Compliant
CMO0827,Bio Biosciences,SP0234,Certified
CMO0828,Gen Group,SP0212,Pending Renewal
CMO0829,Gen-Research GmbH,SP0341,Pending Renewal
CMO0830,Pro-Genetics Pharmaceuticals,SP0188,Compliant
CMO0831,Tech Labs Technologies,SP0180,Compliant
CMO0832,Research Life Inc,SP0301,Pending Renewal
CMO0833,Cure-Health Co,SP0419,Certified
CMO0834,HealthSolutions Sciences,SP0383,Certified
CMO0835,Pharma SA,SP0252,Compliant
CMO0836,Tech LLC,SP0377,Certified
CMO0837,Cure-Tech Group,SP0344,Pending Renewal
CMO0838,TheraTech Technologies,SP0082,Certified
CMO0839,HealthSolutions Corp,SP0221,Probation
CMO0840,BioSystems Sciences,SP0145,Pending Renewal
CMO0841,Labs Cure Technologies,SP0419,Certified
CMO0842,LabMedicines Laboratories,SP0054,Certified
CMO0843,Lab Therapeutics,SP0347,Compliant
CMO0844,TheraMedicines Laboratories,SP0231,Probation
CMO0845,Tech Gen Inc,SP0226,Certified
CMO0846,Vax Pharmaceuticals,SP0141,Certified
CMO0847,Vax Sciences,SP0241,Certified
CMO0848,PharmaTech LLC,SP0297,Compliant
CMO0849,CureResearch GmbH,SP0175,Under Review
CMO0850,HealthGenetics SA,SP0072,Compliant
CMO0851,ProBiologics SA,SP0211,Compliant
CMO0852,Clinic AG,SP0396,Certified
CMO0853,Nova Medical Co,SP0371,Certified
CMO0854,Med-Systems Therapeutics,SP0001,Certified
CMO0855,Lab Biologics Holdings,SP0234,Probation
CMO0856,Bio-Medicines Sciences,SP0024,Probation
CMO0857,Lab Research Inc,SP0247,Under Review
CMO0858,Health Nova Ltd,SP0396,Probation
CMO0859,TheraSolutions Sciences,SP0047,Compliant
CMO0860,Sci-Science LLC,SP0226,Probation
CMO0861,SciScience Holdings,SP0189,Probation
CMO0862,Life-Genetics Laboratories,SP0046,Under Review
CMO0863,LifeGenetics AG,SP0148,Certified
CMO0864,Med Medical SA,SP0140,Compliant
CMO0865,Solutions Sci Ltd,SP0248,Certified
CMO0866,Medical Nova SA,SP0221,Pending Renewal
CMO0867,Cure Health Inc,SP0144,Compliant
CMO0868,Health-Tech Technologies,SP0137,Probation
CMO0869,Genetics Med Co,SP0344,Pending Renewal
CMO0870,Health Gen Holdings,SP0124,Certified
CMO0871,NovaGenetics Ltd,SP0347,Certified
CMO0872,Pro Therapeutics Co,SP0354,Probation
CMO0873,Systems Cure Co,SP0283,Probation
CMO0874,Clinic-Systems AG,SP0111,Certified
CMO0875,Clinic Holdings,SP0139,Probation
CMO0876,Vax Biotech Laboratories,SP0214,Certified
CMO0877,LabChem Corp,SP0416,Certified
CMO0878,Gen Medicines SA,SP0384,Certified
CMO0879,Clinic-Medical Co,SP0479,Pending Renewal
CMO0880,Pharma Ltd,SP0386,Certified
CMO0881,Clinic-Medicines Technologies,SP0176,Under Review
CMO0882,Medicines Tech Therapeutics,SP0108,Compliant
CMO0883,Sci-Biologics AG,SP0386,Compliant
CMO0884,Solutions Pharma Therapeutics,SP0099,Certified
CMO0885,BioSystems GmbH,SP0126,Certified
CMO0886,LabHealth Sciences,SP0488,Pending Renewal
CMO0887,Tech Labs SA,SP0441,Certified
CMO0888,MedHealth Inc,SP0291,Under Review
CMO0889,Science Med GmbH,SP0027,Probation
CMO0890,Chem Thera Biosciences,SP0158,Under Review
CMO0891,Therapeutics Nova Therapeutics,SP0205,Compliant
CMO0892,Pharma Medicines Technologies,SP0269,Probation
CMO0893,Systems Med Therapeutics,SP0221,Certified
CMO0894,Thera-Research Co,SP0459,Certified
CMO0895,Vax Ltd,SP0077,Probation
CMO0896,Clinic-Biotech Ltd,SP0125,Certified
CMO0897,VaxTherapeutics LLC,SP0173,Under Review
CMO0898,Labs Health Pharmaceuticals,SP0314,Compliant
CMO0899,NovaScience Laboratories,SP0122,Probation
CMO0900,LabMedical Holdings,SP0335,Certified
CMO0901,Tech-Therapeutics Therapeutics,SP0308,Pending Renewal
CMO0902,Biotech Gen Group,SP0489,Compliant
CMO0903,Health Sci Ltd,SP0344,Certified
CMO0904,Pharma Holdings,SP0284,Compliant
CMO0905,Vax-Research Technologies,SP0189,Certified
CMO0906,Vax-Science SA,SP0399,Certified
CMO0907,Cure-Solutions Therapeutics,SP0366,Under Review
CMO0908,VaxMedical Pharmaceuticals,SP0421,Pending Renewal
CMO0909,Clinic-Pharma Holdings,SP0353,Under Review
CMO0910,Lab Inc,SP0156,Certified
CMO0911,Pro Solutions LLC,SP0118,Pending Renewal
CMO0912,Health-Science Biosciences,SP0266,Pending Renewal
CMO0913,Cure Labs AG,SP0487,Pending Renewal
CMO0914,Medicines Life Therapeutics,SP0347,Pending Renewal
CMO0915,Pro Biotech Holdings,SP0003,Pending Renewal
CMO0916,Pro-Chem Laboratories,SP0373,Probation
CMO0917,Pharma Solutions SA,SP0085,Compliant
CMO0918,HealthHealth Inc,SP0479,Probation
CMO0919,Life Tech Technologies,SP0367,Compliant
CMO0920,LabTech Corp,SP0214,Compliant
CMO0921,Health Health Pharmaceuticals,SP0364,Pending Renewal
CMO0922,Life-Medicines Technologies,SP0369,Under Review
CMO0923,Research Nova Corp,SP0139,Probation
CMO0924,LifeSystems Corp,SP0197,Certified
CMO0925,Sci Biotech Co,SP0361,Probation
CMO0926,Lab-Research Corp,SP0461,Pending Renewal
CMO0927,GenMedicines Corp,SP0139,Pending Renewal
CMO0928,Med-Therapeutics GmbH,SP0197,Pending Renewal
CMO0929,Science Clinic SA,SP0340,Pending Renewal
CMO0930,Bio Research LLC,SP0103,Certified
CMO0931,Vax Technologies,SP0423,Under Review
CMO0932,Pro-Medicines GmbH,SP0017,Pending Renewal
CMO0933,Life-Research Pharmaceuticals,SP0253,Certified
CMO0934,Genetics Sci LLC,SP0064,Compliant
CMO0935,Pharma Biosciences,SP0331,Compliant
CMO0936,Med Biologics Laboratories,SP0070,Certified
CMO0937,BioBiologics Holdings,SP0322,Under Review
CMO0938,Clinic Biologics Technologies,SP0104,Certified
CMO0939,Pro SA,SP0191,Compliant
CMO0940,ProHealth Biosciences,SP0259,Under Review
CMO0941,Gen Labs Holdings,SP0408,Pending Renewal
CMO0942,Pharma Health Pharmaceuticals,SP0281,Certified
CMO0943,Therapeutics Bio Inc,SP0114,Compliant
CMO0944,Tech-Chem Sciences,SP0061,Certified
CMO0945,Life Inc,SP0111,Pending Renewal
CMO0946,Lab-Science AG,SP0414,Probation
CMO0947,BioPharma Pharmaceuticals,SP0165,Pending Renewal
CMO0948,Therapeutics Cure Therapeutics,SP0304,Under Review
CMO0949,Thera SA,SP0141,Compliant
CMO0950,Research Pharma SA,SP0368,Probation
CMO0951,Genetics Tech Biosciences,SP0306,Probation
CMO0952,GenChem Sciences,SP0063,Under Review
CMO0953,Health Group,SP0355,Certified
CMO0954,Pro-Biotech Technologies,SP0285,Under Review
CMO0955,Nova-Biotech Therapeutics,SP0142,Pending Renewal
CMO0956,Bio Solutions Sciences,SP0225,Compliant
CMO0957,Biologics Tech Therapeutics,SP0495,Pending Renewal
CMO0958,Tech Clinic Corp,SP0026,Under Review
CMO0959,Chem Nova Inc,SP0260,Under Review
CMO0960,Health Pharma Laboratories,SP0492,Certified
CMO0961,ProChem Pharmaceuticals,SP0086,Under Review
CMO0962,Vax Systems Sciences,SP0300,Pending Renewal
CMO0963,Vax-Solutions Co,SP0488,Compliant
CMO0964,GenTherapeutics Inc,SP0285,Pending Renewal
CMO0965,Science Nova Holdings,SP0496,Compliant
CMO0966,Health Ltd,SP0001,Certified
CMO0967,Pro Sciences,SP0166,Probation
CMO0968,Therapeutics Clinic Co,SP0133,Probation
CMO0969,Vax-Medical Sciences,SP0249,Probation
CMO0970,NovaSystems AG,SP0156,Probation
CMO0971,Cure Corp,SP0328,Certified
CMO0972,Biotech Thera Inc,SP0059,Pending Renewal
CMO0973,Solutions Nova Holdings,SP0446,Certified
CMO0974,MedLabs Inc,SP0339,Pending Renewal
CMO0975,CureSystems Sciences,SP0071,Under Review
CMO0976,Pharma-Research Therapeutics,SP0047,Under Review
CMO0977,Sci-Research Co,SP0055,Compliant
CMO0978,Medicines Life GmbH,SP0148,Pending Renewal
CMO0979,Pharma Life Laboratories,SP0095,Compliant
CMO0980,Pharma-Research Holdings,SP0332,Compliant
CMO0981,Health Sci Co,SP0394,Compliant
CMO0982,LabSolutions SA,SP0203,Compliant
CMO0983,Science Pharma LLC,SP0436,Pending Renewal
CMO0984,Sci Inc,SP0164,Under Review
CMO0985,Nova-Labs Ltd,SP0120,Probation
CMO0986,Health-Labs LLC,SP0413,Under Review
CMO0987,HealthHealth Co,SP0010,Probation
CMO0988,Thera AG,SP0003,Compliant
CMO0989,Pro Chem Group,SP0421,Probation
CMO0990,Life Medicines Holdings,SP0416,Probation
CMO0991,Med Tech Holdings,SP0082,Pending Renewal
CMO0992,Health Biologics Inc,SP0348,Compliant
CMO0993,Tech-Chem AG,SP0478,Certified
CMO0994,Pharma Systems Technologies,SP0086,Pending Renewal
CMO0995,Pro Group,SP0090,Pending Renewal
CMO0996,TheraGenetics AG,SP0497,Probation
CMO0997,TheraSolutions Technologies,SP0409,Probation
CMO0998,Biologics Gen Therapeutics,SP0199,Probation
CMO0999,Solutions Gen Group,SP0352,Compliant
CMO1000,Pharma Medical Laboratories,SP0423,Pending Renewal
